Year,Country,Resettled by destination per capita,Child migrants (UNICEF),Child migrants (under-20s),Asylum seekers by origin (per capita),Child migrants per capita (under-20s),Refugees by destination.1,Internal displacement (disasters),Annual internal displacements (Disaster),Asylum seekers by destination,Annual internal displacement from conflict (%),Refugees by destination (per capita),Refugees by origin (per capita),"Child migrants (UNICEF, under-18s)",Refugees by origin,Internal displacement (disaster),Emigrants,Annual internal displacement (conflict),Internal displacement share (conflict),Asylum seekers by origin,International immigrants (% population),International migrants,Internal displacement (conflict),Asylum seekers by destination (per capita),Resettled arrivals by origin (per capita),Annual internal displacement from disaster (%),Child migrants (UNDESA),Child migrants per capita (UNDESA),Net migration,Remittances cost (from),International emigrants (% population),Refugees by destination (per capita).1
2002,Uruguay,,,,9.94,,85.0,,,,,,0.017,,57.0,,,,,330.0,,,,,,,,,,,,0.026
2003,Uruguay,,,,9.351,,93.0,,,,,,0.021,,69.0,,,,,310.0,,,,,,,,,,,,0.028
2004,Uruguay,,,,7.81,,99.0,,,,,,0.028,,92.0,,,,,259.0,,,,,,,,,,,,0.03
2005,Uruguay,,,13424.0,4.925,4.041,106.0,,,,,0.039,0.036,,119.0,,298986.0,,,163.0,2.478,82317.0,,,,,9869.0,2.971,-104000.0,,9.001,0.032
2006,Uruguay,,,,1.979,,116.0,,,18.0,,,0.044,,146.0,,,,,65.0,,,,0.565,,,,,,,,0.035
2007,Uruguay,,,,1.561,,131.0,,,24.0,,,0.05,,167.0,,,,,52.0,,,,0.726,,,,,,,,0.039
2008,Uruguay,,,,1.473,,144.0,,,29.0,,,0.055,,183.0,,,,,49.0,,,,0.892,,,,,,,,0.043
2009,Uruguay,,,,1.391,,154.0,,,35.0,,,0.056,,187.0,,,,,46.0,,,,1.051,,,,,,,,0.046
2010,Uruguay,,,15050.0,1.399,4.48,162.0,,,37.0,,0.068,0.054,,182.0,,338438.0,,,47.0,2.271,76303.0,,1.113,,,11835.0,3.523,-50000.0,,10.075,0.048
2011,Uruguay,0.356,,,1.217,,173.0,,,38.0,,,0.051,,172.0,,,,,41.0,,,,1.14,,,,,,,,0.052
2012,Uruguay,0.574,,,1.107,,192.0,,,42.0,,,0.047,,159.0,,,,,37.0,,,,1.249,,,,,,,,0.057
2013,Uruguay,0.561,,,1.18,,214.0,,5900.0,49.0,,,0.041,,139.0,,,,,40.0,,,,1.457,,0.174,,,,,,0.063
2014,Uruguay,0.594,,,1.541,,241.0,,8360.0,110.0,,,0.032,,107.0,,,,,52.0,,,,3.235,,0.246,,,,,,0.071
2015,Uruguay,,,17033.0,2.362,4.992,273.0,,10180.0,519.0,,0.111,0.022,,76.0,,353225.0,,,80.0,2.309,78799.0,,15.234,,0.298,13222.0,3.875,-30000.0,,10.352,0.08
2016,Uruguay,,,,3.411,,311.0,,10041.0,1793.0,,,0.014,,49.0,,,,,116.0,,,,52.364,,0.293,,,,,,0.091
2017,Uruguay,,,,4.964,,360.0,,13406.0,4531.0,,,0.008,,28.0,,,,,170.0,,,,131.85,,0.39,,,,,,0.105
2018,Uruguay,,,,7.109,,434.0,,8765.0,6643.0,,,0.004,,14.0,,,,,245.0,,,,192.608,,0.254,,,,,,0.126
2019,Uruguay,,,,9.949,,524.0,,,8987.0,,,0.005,,16.0,,,,,344.0,,,,259.616,,,,,,,,0.151
2020,Uruguay,,29000.0,32079.0,,9.235,,,,,,8.241,,8.348,,,367060.0,,,,3.117,108267.0,,,,,25023.0,7.204,-15000.0,,10.567,
1955,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,172219.0,,,
1960,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,99020.0,,,
1965,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,161627.0,,,
1970,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,446173.0,,,
1975,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,70667.0,,,
1980,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,72079.0,,,
1985,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,-185170.0,,,
1990,Uzbekistan,,,223999.0,,10.981,,,,,,,,,,,1427980.0,,,,8.104,1653000.0,,,,,148368.0,7.274,-356031.0,,7.0,
1994,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,
1995,Uzbekistan,,,204968.0,,8.993,4933.0,,,,,0.115,,,,,1515731.0,,,,6.637,1512577.0,,,0.799,,135762.0,5.957,-322777.0,,6.651,0.216
1996,Uzbekistan,,,,,,3547.0,,,,,,1.892,,43947.0,,,,,,,,,,,,,,,,,0.153
1997,Uzbekistan,,,,,,2150.0,,,,,,1.998,,47240.0,,,,,,,,,,,,,,,,,0.091
1998,Uzbekistan,,,,,,9295.0,,,,,,1.994,,47938.0,,,,,,,,,,1.306,,,,,,,0.387
1999,Uzbekistan,,,,,,16632.0,,,,,,1.421,,34679.0,,,,,,,,,,1.845,,,,,,,0.681
2000,Uzbekistan,,,162099.0,,6.544,24989.0,,,,,1.599,0.898,,22242.0,,1575965.0,,,,5.678,1406498.0,,,2.143,,107833.0,4.353,-242636.0,,6.362,1.009
2001,Uzbekistan,,,,,,33711.0,,,,,,0.533,,13377.0,,,,,,,,,,2.26,,,,,,,1.343
2002,Uzbekistan,,,,4.264,,42399.0,,,1019.0,,,0.225,,5730.0,,,,,1084.0,,,,4.007,1.92,,,,,,,1.667
2003,Uzbekistan,,,,5.06,,43519.0,,,886.0,,,0.259,,6669.0,,,,,1303.0,,,,3.444,1.708,,,,,,,1.69
2004,Uzbekistan,,,,6.139,,35886.0,,,,,,0.299,,7797.0,,,,,1600.0,,,,,1.827,,,,,,,1.376
2005,Uzbekistan,,,143235.0,6.287,5.42,27110.0,,,,,1.685,0.286,,7552.0,,1730224.0,,,1661.0,5.032,1329932.0,,,1.768,,93831.0,3.55,-242297.0,,6.547,1.026
2006,Uzbekistan,,,,6.433,,18337.0,,,,,,0.274,,7333.0,,,,,1724.0,,,,,1.835,,,,,,,0.684
2007,Uzbekistan,,,,6.517,,9558.0,,,,,,0.265,,7207.0,,,,,1773.0,,,,,1.653,,,,,,,0.351
2008,Uzbekistan,,,,6.524,,830.0,,,,,,0.265,,7311.0,,,,,1802.0,,,,,1.548,,,,,,,0.03
2009,Uzbekistan,,,,5.96,,590.0,,,,,,0.286,,8025.0,,,,,1672.0,,,,,1.01,,,,,,,0.021
2010,Uzbekistan,,,121514.0,5.581,4.261,415.0,,,,,0.011,0.323,,9212.0,,1888942.0,,,1591.0,4.279,1220149.0,,,0.864,,78068.0,2.738,-140130.0,,6.624,0.015
2011,Uzbekistan,,,,5.45,,280.0,,,,0.0,,0.309,,8943.0,,,0.0,0.012,1579.0,,,3400.0,,0.664,,,,,,,0.01
2012,Uzbekistan,,,,5.633,,193.0,,,,0.0,,0.291,,8568.0,,,0.0,0.012,1659.0,,,3400.0,,0.53,,,,,,,0.007
2013,Uzbekistan,,,,6.242,,153.0,,,,,,0.255,,7640.0,,,,,1868.0,,,,,0.324,,,,,,,0.005
2014,Uzbekistan,,,,7.182,,115.0,,,,,,0.193,,5871.0,,,,,2185.0,,,,,0.251,,,,,,,0.004
2015,Uzbekistan,,,111689.0,8.431,3.611,83.0,,,,,0.003,0.137,,4233.0,,1976024.0,,,2607.0,3.786,1170873.0,,,0.158,,71297.0,2.305,-66469.0,,6.389,0.003
2016,Uzbekistan,,,,10.094,,57.0,,,,,,0.124,,3898.0,,,,,3173.0,,,,,0.137,,,,,,,0.002
2017,Uzbekistan,,,,11.825,,35.0,,,,,,0.112,,3583.0,,,,,3779.0,,,,,0.103,,,,,,,0.001
2018,Uzbekistan,,,,13.184,,17.0,,,,,,0.104,,3366.0,,,,,4281.0,,,,,0.081,,,,,,,0.001
2019,Uzbekistan,,,,14.282,,14.0,,,,,,0.097,,3209.0,,,,,4710.0,,,,,,,,,,,,0.0
2020,Uzbekistan,,92000.0,108680.0,,3.247,,,,,,0.0,,2.749,,,2027823.0,,,,3.472,1162007.0,,,,,66217.0,1.978,-44314.0,,6.059,
1955,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,-895.0,,,
1960,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,-879.0,,,
1965,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,-652.0,,,
1970,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1213.0,,,
1975,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0,,,
1980,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,-435.0,,,
1984,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4003.0,,,
1986,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Vanuatu,,,629.0,,4.291,,,,,,,,,,,4869.0,,,,1.575,2308.0,,,,,510.0,3.479,-3616.0,,3.322,
1991,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Vanuatu,,,669.0,,3.978,,,,,,,,,,,5611.0,,,,1.463,2461.0,,,,,543.0,3.229,-948.0,,3.337,
1996,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Vanuatu,,,678.0,,3.666,,,,,,,,,,,6242.0,,,,1.42,2626.0,,,,,540.0,2.919,-7385.0,,3.375,
2001,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Vanuatu,,,730.0,,3.488,,,,,,,,,,,7264.0,,,,1.338,2800.0,,,,,569.0,2.719,-2574.0,,3.471,
2006,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Vanuatu,,,791.0,,3.349,,,,,,,,,,,7692.0,,,,1.266,2991.0,,,,,603.0,2.553,-3275.0,,3.256,
2011,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Vanuatu,,,,,,,,303.0,,,,,,,,,,,,,,,,,0.122,,,,,,
2013,Vanuatu,,,,,,,,13303.0,,,,,,,,,,,,,,,,,5.184,,,,,,
2014,Vanuatu,,,,,,,,16075.0,,,,,,,,,,,,,,,,,6.092,,,,,,
2015,Vanuatu,,,830.0,,3.061,,,18529.0,,,,,,,,6751.0,,,,1.175,3186.0,,,,6.834,656.0,2.42,1785.0,,2.49,
2016,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Vanuatu,,,,,,,,18716.0,,,,,,,,,,,,,,,,,6.556,,,,,,
2018,Vanuatu,,,,,,,,34684.0,,,,,,,,,,,,,,,,,11.851,,,,,,
2019,Vanuatu,,,,37.015,,,0.033,,,,,,,,100.0,,,,111.0,,,,,,,,,,,,
2020,Vanuatu,,0.0,845.0,,2.751,,20.837,,,,,,0.0,,64000.0,7246.0,,,,1.06,3257.0,,,,,668.0,2.175,600.0,,2.359,
1990,Vatican,,,0.0,,,,,,,,,,,,,10.0,,,,,762.0,,,,,0.0,,,,,
1995,Vatican,,,0.0,,,,,,,,,,,,,26.0,,,,,778.0,,,,,0.0,,,,,
2000,Vatican,,,0.0,,,,,,,,,,,,,41.0,,,,,790.0,,,,,0.0,,,,,
2005,Vatican,,,0.0,,,,,,,,,,,,,110.0,,,,,798.0,,,,,0.0,,,,,
2010,Vatican,,,0.0,,,,,,,,,,,,,175.0,,,,,783.0,,,,,0.0,,,,,
2015,Vatican,,,0.0,,,,,,,,,,,,,310.0,,,,,790.0,,,,,0.0,,,,,
2019,Vatican,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,
2020,Vatican,,0.0,0.0,,,,,,,,,,,,,174.0,,,,,809.0,,,,,0.0,,,,,
1955,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,220074.0,,,
1960,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,79820.0,,,
1965,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,18870.0,,,
1970,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160.0,,,
1971,Venezuela,,,,,,15020.0,,,,,,,,,,,,,,,,,,,,,,,,,1.279
1972,Venezuela,,,,,,14890.0,,,,,,,,,,,,,,,,,,,,,,,,,1.231
1973,Venezuela,,,,,,15090.0,,,,,,,,,,,,,,,,,,,,,,,,,1.212
1974,Venezuela,,,,,,15290.0,,,,,,,,,,,,,,,,,,,,,,,,,1.193
1975,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.0,,,
1977,Venezuela,,,,,,15550.0,,,,,,,,,,,,,,,,,,,,,,,,,1.114
1978,Venezuela,,,,,,16030.0,,,,,,,,,,,,,,,,,,,,,,,,,1.116
1979,Venezuela,,,,,,16560.0,,,,,,,,,,,,,,,,,,,,,,,,,1.121
1980,Venezuela,,,,,,13530.0,,,,,,,,,,,,,,,,,,,,,,1120.0,,,0.891
1981,Venezuela,,,,,,10550.0,,,,,,,,,,,,,,,,,,,,,,,,,0.676
1982,Venezuela,,,,,,7634.0,,,,,,,,,,,,,,,,,,,,,,,,,0.477
1983,Venezuela,,,,,,4452.0,,,,,,,,,,,,,,,,,,,,,,,,,0.271
1984,Venezuela,,,,,,1412.0,,,,,,,,,,,,,,,,,,,,,,,,,0.084
1985,Venezuela,,,,,,1622.0,,,,,,,,,,,,,,,,,,,,,,1380.0,,,0.094
1986,Venezuela,,,,,,1803.0,,,,,,,,,,,,,,,,,,,,,,,,,0.101
1987,Venezuela,,,,,,1943.0,,,,,,,,,,,,,,,,,,,,,,,,,0.107
1988,Venezuela,,,,,,1915.0,,,,,,,,,,,,,,,,,,,,,,,,,0.102
1989,Venezuela,,,,,,1899.0,,,,,,,,,,,,,,,,,,,,,,,,,0.099
1990,Venezuela,,,97773.0,,4.98,1917.0,,,,,0.089,,,,,185492.0,,,,5.221,1025009.0,,,,,60418.0,3.077,920.0,,0.945,0.098
1991,Venezuela,,,,,,1960.0,,,,,,,,,,,,,,,,,,,,,,,,,0.098
1992,Venezuela,,,,,,1971.0,,,,,,,,,,,,,,,,,,,,,,,,,0.096
1993,Venezuela,,,,,,1943.0,,,,,,,,,,,,,,,,,,,,,,,,,0.092
1994,Venezuela,,,,,,1918.0,,,,,,0.014,,309.0,,,,,,,,,,,,,,,,,0.089
1995,Venezuela,,,97293.0,,4.436,1578.0,,,,,0.074,0.02,,429.0,,241864.0,,,,4.651,1019996.0,,,,,60121.0,2.741,-2270.0,,1.103,0.072
1996,Venezuela,,,,,,1164.0,,,,,,0.023,,516.0,,,,,,,,,,,,,,,,,0.052
1997,Venezuela,,,,,,767.0,,,,,,0.024,,552.0,,,,,,,,,,,,,,,,,0.034
1998,Venezuela,,,,,,470.0,,,,,,0.024,,551.0,,,,,,,,,,,,,,,,,0.02
1999,Venezuela,,,,,,165.0,,,,,,0.022,,532.0,,,,,,,,,,,,,,,,,0.007
2000,Venezuela,,,110597.0,,4.572,119.0,,,,,0.009,0.021,,516.0,,317753.0,,,,4.19,1013738.0,,,,,73071.0,3.02,-4540.0,,1.313,0.005
2001,Venezuela,,,,,,100.0,,,,,,0.021,,522.0,,,,,,,,,,0.023,,,,,,,0.004
2002,Venezuela,,,,4.767,,112.0,,,1512.0,,,0.026,,661.0,,,,,1196.0,,,,6.025,,,,,,,,0.004
2003,Venezuela,,,,6.753,,168.0,,,2679.0,,,0.042,,1084.0,,,,,1725.0,,,,10.485,,,,,,,,0.007
2004,Venezuela,,,,8.201,,298.0,,,4168.0,,,0.068,,1755.0,,,,,2132.0,,,,16.035,,,,,,,,0.011
2005,Venezuela,,,124637.0,8.801,4.715,40467.0,,,5884.0,,0.239,0.101,,2668.0,,437087.0,,,2326.0,4.073,1076474.0,,22.263,0.021,,85082.0,3.219,-22740.0,,1.654,1.531
2006,Venezuela,,,,8.293,,80686.0,,,7813.0,,,0.138,,3708.0,,,,,2226.0,,,,29.101,0.021,,,,,,,3.005
2007,Venezuela,,,,7.357,,120899.0,,,9905.0,,,0.173,,4701.0,,,,,2004.0,,,,36.355,,,,,,,,4.437
2008,Venezuela,,,,5.669,,161126.0,,,11893.0,,,0.2,,5525.0,,,,,1566.0,,,,43.036,0.02,,,,,,,5.83
2009,Venezuela,,,,4.307,,201386.0,,,13814.0,,,0.224,,6275.0,,,,,1207.0,,,,49.283,0.019,,,,,,,7.184
2010,Venezuela,,,216401.0,3.362,7.609,201932.0,,,12077.0,,7.644,0.243,,6898.0,,560528.0,,,956.0,4.738,1347347.0,,42.465,,,162594.0,5.717,-200220.0,,1.971,7.1
2011,Venezuela,,,,3.058,,202566.0,,30572.0,9902.0,,,0.257,,7417.0,,,,,883.0,,,,34.28,0.019,0.106,,,,,,7.012
2012,Venezuela,,,,5.223,,197022.0,,29678.0,7113.0,,,0.265,,7776.0,,,,,1533.0,,,,24.228,0.019,0.101,,,,,,6.71
2013,Venezuela,,,,14.861,,191463.0,,,3988.0,,,0.266,,7927.0,,,,,4425.0,,,,13.391,,,,,,,,6.429
2014,Venezuela,,,,44.358,,185469.0,,,696.0,,,0.264,,7921.0,,,,,13326.0,,,,2.319,,,,,,,,6.173
2015,Venezuela,,,228850.0,142.434,7.608,169303.0,,9757.0,697.0,,5.784,0.27,,8135.0,,709140.0,,,42846.0,4.669,1404448.0,,2.319,0.052,0.032,160860.0,5.347,-431040.0,,2.357,5.628
2016,Venezuela,,,,453.785,,141894.0,,16098.0,514.0,,,0.357,,10665.0,,,,,135460.0,,,,1.724,,0.054,,,,,,4.753
2017,Venezuela,,,,997.908,,120725.0,,15962.0,442.0,,,0.942,,27711.0,,,,,293409.0,,,,1.505,,0.054,,,,,,4.106
2018,Venezuela,,,,1594.64,,99594.0,,7338.0,455.0,,,2.092,,60442.0,,,,,460645.0,,,,1.578,0.065,0.025,,,,,,3.448
2019,Venezuela,,,,2251.661,,78812.0,0.001,,379.0,,,3.377,,96300.0,300.0,,,,642079.0,,,,1.332,0.081,,,,,,,2.764
2020,Venezuela,,160000.0,183167.0,,6.441,,0.008,,,,2.384,,5.627,,2300.0,5415337.0,,,,4.657,1324193.0,,,,,126307.0,4.442,-3266243.0,,19.044,
1955,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
1960,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
1965,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
1966,Vietnam,,,,,,,,,,,,0.431,,16800.0,,,,,,,,,,,,,,,,,
1967,Vietnam,,,,,,,,,,,,0.479,,19200.0,,,,,,,,,,,,,,,,,
1968,Vietnam,,,,,,,,,,,,0.49,,20200.0,,,,,,,,,,,,,,,,,
1969,Vietnam,,,,,,,,,,,,0.407,,17222.0,,,,,,,,,,,,,,,,,
1970,Vietnam,,,,,,,,,,,,0.323,,14022.0,,,,,,,,,,,,,,0.0,,,
1973,Vietnam,,,,,,71400.0,,,,,,,,,,,,,,,,,,,,,,,,,1.532
1975,Vietnam,,,,,,,,,,,,0.257,,12498.0,,,,,,,,,,,,,,0.0,,,
1976,Vietnam,,,,,,,,,,,,0.662,,32940.0,,,,,,,,,,3.069,,,,,,,
1977,Vietnam,,,,,,67000.0,,,,,,2.131,,108398.0,,,,,,,,,,10.857,,,,,,,1.317
1978,Vietnam,,,,,,62600.0,,,,,,3.413,,177361.0,,,,,,,,,,19.46,,,,,,,1.205
1979,Vietnam,,,,,,61600.0,,,,,,4.503,,239071.0,,,,,,,,,,21.063,,,,,,,1.16
1980,Vietnam,,,,,,54792.0,,,,,,5.55,,301263.0,,,,,,,,,,38.218,,,,-858895.0,,,1.009
1981,Vietnam,,,,,,29006.0,,,,,,6.161,,342101.0,,,,,,,,,,47.236,,,,,,,0.522
1982,Vietnam,,,,,,26206.0,,,,,,5.778,,328262.0,,,,,,,,,,49.141,,,,,,,0.461
1983,Vietnam,,,,,,24606.0,,,,,,5.575,,324200.0,,,,,,,,,,49.301,,,,,,,0.423
1984,Vietnam,,,,,,24046.0,,,,,,5.495,,327024.0,,,,,,,,,,54.714,,,,,,,0.404
1985,Vietnam,,,,,,23854.0,,,,,,5.371,,327099.0,,,,,,,,,,46.595,,,,-327564.0,,,0.392
1986,Vietnam,,,,,,25040.0,,,,,,5.61,,349495.0,,,,,,,,,,43.615,,,,,,,0.402
1987,Vietnam,,,,,,25452.0,,,,,,5.891,,375263.0,,,,,,,,,,45.727,,,,,,,0.4
1988,Vietnam,,,,,,24682.0,,,,,,6.283,,409145.0,,,,,,,,,,50.825,,,,,,,0.379
1989,Vietnam,,,,,,23271.0,,,,,,6.664,,443476.0,,,,,,,,,,56.396,,,,,,,0.35
1990,Vietnam,,,11740.0,,0.173,21524.0,,,,,0.311,7.086,,481755.0,,1505588.0,,,,0.041,28118.0,,,61.6,,8483.0,0.125,-332327.0,,2.214,0.317
1991,Vietnam,,,,,,17141.0,,,,,,7.189,,499204.0,,,,,,,,,,67.626,,,,,,,0.247
1992,Vietnam,,,,,,13529.0,,,,,,7.274,,515636.0,,,,,,,,,,66.967,,,,,,,0.191
1993,Vietnam,,,,,,16179.0,,,,,,7.263,,525138.0,,,,,,,,,,61.441,,,,,,,0.224
1994,Vietnam,,,,,,19029.0,,,,,,7.184,,529140.0,,,,,,,,,,51.826,,,,,,,0.258
1995,Vietnam,,,21400.0,,0.286,18776.0,,,,,0.459,6.956,,521077.0,,1842320.0,,,,0.068,51262.0,,,39.943,,15463.0,0.206,-394236.0,,2.459,0.251
1996,Vietnam,,,,,,20760.0,,,,,,6.608,,502639.0,,,,,,,,,,29.572,,,,,,,0.273
1997,Vietnam,,,,,,22760.0,,,,,,6.17,,475896.0,,,,,,,,,,21.171,,,,,,,0.295
1998,Vietnam,,,,,,19069.0,,,,,,5.65,,441339.0,,,,,,,,,,13.079,,,,,,,0.244
1999,Vietnam,,,,,,15378.0,,,,,,5.166,,408314.0,,,,,,,,,,9.153,,,,,,,0.195
2000,Vietnam,,,19157.0,,0.24,15567.0,,,,,0.2,4.852,,387702.0,,2158532.0,,,,0.071,56754.0,,,7.734,,13594.0,0.17,-216001.0,,2.701,0.195
2001,Vietnam,,,,,,15639.0,,,,,,4.623,,373248.0,,,,,,,,,,5.353,,,,,,,0.194
2002,Vietnam,,,,2.308,,13111.0,,,,,,4.441,,362132.0,,,,,1882.0,,,,,3.107,,,,,,,0.161
2003,Vietnam,,,,2.329,,10393.0,,,,,,4.37,,359635.0,,,,,1916.0,,,,,2.645,,,,,,,0.126
2004,Vietnam,,,,1.896,,7675.0,,,,,,4.38,,363848.0,,,,,1575.0,,,,,2.652,,,,,,,0.092
2005,Vietnam,,,15517.0,1.803,0.185,4958.0,,,,,0.028,4.231,,354656.0,,2376225.0,,,1511.0,0.062,51768.0,,,2.329,,11689.0,0.139,-650999.0,,2.834,0.059
2006,Vietnam,,,,1.895,,2357.0,,,,,,4.109,,347657.0,,,,,1603.0,,,,,2.215,,,,,,,0.028
2007,Vietnam,,,,1.904,,2357.0,,,,,,4.045,,345558.0,,,,,1626.0,,,,,2.374,,,,,,,0.028
2008,Vietnam,,,,1.752,,2271.0,,,,,,3.961,,341646.0,,,,,1511.0,,,,,1.957,,,,,,,0.026
2009,Vietnam,,,,1.63,,1997.0,,,,,,3.839,,334356.0,,,,,1419.0,,,,,1.233,,,,,,,0.023
2010,Vietnam,,,13019.0,1.527,0.148,1526.0,,195867.0,,,0.022,3.822,,336189.0,,2630742.0,,,1343.0,0.07,61756.0,,,0.869,0.223,8759.0,0.1,-799969.0,,2.991,0.017
2011,Vietnam,,,,1.578,,1055.0,,382817.0,,,,3.751,,333376.0,,,,,1402.0,,,,,0.6,0.431,,,,,,0.012
2012,Vietnam,,,,1.994,,583.0,,359027.0,,,,3.655,,328200.0,,,,,1790.0,,,,,0.224,0.4,,,,,,0.006
2013,Vietnam,,,,2.689,,198.0,,272567.0,,,,3.56,,323089.0,,,,,2440.0,,,,,0.122,0.3,,,,,,0.002
2014,Vietnam,,,,3.366,,0.0,,242675.0,,,,3.504,,321392.0,,,,,3087.0,,,,,0.092,0.265,,,,,,0.0
2015,Vietnam,,,13208.0,4.566,0.143,0.0,,366367.0,,,,3.462,,320817.0,,2909491.0,,,4231.0,0.079,72793.0,,,0.088,0.395,8989.0,0.097,-399999.0,,3.139,0.0
2016,Vietnam,,,,5.282,,0.0,,186909.0,,,,3.47,,324888.0,,,,,4945.0,,,,,0.099,0.2,,,,,,0.0
2017,Vietnam,,,,6.279,,0.0,,191069.0,,,,3.441,,325492.0,,,,,5940.0,,,,,0.096,0.202,,,,,,0.0
2018,Vietnam,,,,7.278,,0.0,,442654.0,,,,3.414,,326207.0,,,,,6953.0,,,,,0.087,0.463,,,,,,0.0
2019,Vietnam,,,,8.428,,0.0,0.007,,,,,3.356,,323739.0,7200.0,,,,8129.0,,,,,,,,,,,,0.0
2020,Vietnam,,11000.0,12689.0,,0.13,,0.166,,,,,,0.113,,162000.0,3392025.0,,,,0.079,76767.0,,,,,9020.0,0.093,-399999.0,,3.485,
1990,Wallis and Futuna,,,1070.0,,,,,,,,,,,,,6484.0,,,,,1402.0,,,,,856.0,,,,,
1995,Wallis and Futuna,,,730.0,,,,,,,,,,,,,6943.0,,,,,1704.0,,,,,545.0,,,,,
2000,Wallis and Futuna,,,769.0,,,,,,,,,,,,,7401.0,,,,,2015.0,,,,,581.0,,,,,
2005,Wallis and Futuna,,,764.0,,,,,,,,,,,,,7436.0,,,,,2191.0,,,,,601.0,,,,,
2010,Wallis and Futuna,,,702.0,,,,,,,,,,,,,7465.0,,,,,2111.0,,,,,546.0,,,,,
2015,Wallis and Futuna,,,654.0,,,,,,,,,,,,,11227.0,,,,,2050.0,,,,,503.0,,,,,
2020,Wallis and Futuna,,0.0,650.0,,,,,,,,,,,,,11917.0,,,,,2040.0,,,,,500.0,,,,,
1997,West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
